file,start_frame,end_frame,label,height_drop
DS2_j_03,2616,2625,0,-0.12
DS2_j_03,2775,2784,0,-0.05
DS2_j_03,2808,2817,0,0.23
DS2_j_03,2883,2892,0,-0.17
DS2_j_03,2925,2934,0,-0.08
DS2_j_03,2997,3006,0,-0.1
DS2_j_03,3237,3246,0,-0.01
DS2_j_03,3312,3321,0,0.12
DS2_j_03,3519,3528,0,-0.03
DS2_lf_01,87,96,0,-0.05
DS2_lf_01,90,99,0,-0.07
DS2_lf_01,123,132,1,0.07
DS2_lf_01,126,135,1,0.16
DS2_lf_01,129,138,1,0.2
DS2_lf_01,132,141,1,0.38
DS2_lf_01,135,144,1,0.72
DS2_lf_01,138,147,1,0.9
DS2_lf_01,141,150,1,0.57
DS2_lf_01,144,153,1,0.07
DS2_lf_01,147,156,1,-0.2
DS2_lf_01,150,159,1,-0.21
DS2_lf_01,291,300,0,-0.03
DS2_lf_01,336,345,1,0.15
DS2_lf_01,339,348,1,0.22
DS2_lf_01,342,351,1,-0.03
DS2_lf_01,345,354,1,0.17
DS2_lf_01,348,357,1,0.5
DS2_lf_01,351,360,1,0.75
DS2_lf_01,354,363,1,0.76
DS2_lf_01,357,366,1,0.29
DS2_lf_01,360,369,1,-0.04
DS2_lf_01,363,372,1,-0.22
DS2_lf_01,564,573,1,0.13
DS2_lf_01,567,576,1,0.03
DS2_lf_01,570,579,1,-0.08
DS2_lf_01,573,582,1,0.0
DS2_lf_01,576,585,1,0.53
DS2_lf_01,579,588,1,0.82
DS2_lf_01,582,591,1,0.83
DS2_lf_01,585,594,1,0.2
DS2_lf_01,588,597,1,-0.1
DS2_lf_01,591,600,1,-0.14
DS2_lf_01,663,672,0,-0.06
DS2_lf_01,792,801,1,-0.05
DS2_lf_01,795,804,1,0.14
DS2_lf_01,798,807,1,0.14
DS2_lf_01,801,810,1,0.15
DS2_lf_01,804,813,1,0.33
DS2_lf_01,807,816,1,0.7
DS2_lf_01,810,819,1,0.9
DS2_lf_01,813,822,1,0.42
DS2_lf_01,816,825,1,-0.09
DS2_lf_01,819,828,1,-0.37
DS2_lf_01,1032,1041,1,0.04
DS2_lf_01,1035,1044,1,0.07
DS2_lf_01,1038,1047,1,0.27
DS2_lf_01,1041,1050,1,0.26
DS2_lf_01,1044,1053,1,0.77
DS2_lf_01,1047,1056,1,0.83
DS2_lf_01,1050,1059,1,0.65
DS2_lf_01,1053,1062,1,0.12
DS2_lf_01,1056,1065,1,-0.25
DS2_lf_01,1059,1068,1,-0.39
DS2_lf_02,147,156,1,-0.02
DS2_lf_02,150,159,1,0.09
DS2_lf_02,153,162,1,-0.05
DS2_lf_02,156,165,1,0.03
DS2_lf_02,159,168,1,0.35
DS2_lf_02,162,171,1,0.75
DS2_lf_02,165,174,1,0.59
DS2_lf_02,168,177,1,0.29
DS2_lf_02,171,180,1,0.03
DS2_lf_02,174,183,1,-0.15
DS2_lf_02,390,399,1,0.16
DS2_lf_02,393,402,1,0.17
DS2_lf_02,396,405,1,-0.0
DS2_lf_02,399,408,1,-0.15
DS2_lf_02,402,411,1,0.3
DS2_lf_02,405,414,1,0.77
DS2_lf_02,408,417,1,0.86
DS2_lf_02,411,420,1,0.41
DS2_lf_02,414,423,1,-0.04
DS2_lf_02,417,426,1,-0.16
DS2_lf_02,549,558,0,0.05
DS2_lf_02,597,606,0,0.1
DS2_lf_02,660,669,1,0.04
DS2_lf_02,663,672,1,0.04
DS2_lf_02,666,675,1,-0.1
DS2_lf_02,669,678,1,0.31
DS2_lf_02,672,681,1,0.79
DS2_lf_02,675,684,1,1.03
DS2_lf_02,678,687,1,0.42
DS2_lf_02,681,690,1,-0.14
DS2_lf_02,684,693,1,-0.44
DS2_lf_02,687,696,1,-0.24
DS2_lf_02,735,744,0,-0.22
DS2_lf_02,933,942,1,0.04
DS2_lf_02,936,945,1,0.02
DS2_lf_02,939,948,1,0.11
DS2_lf_02,942,951,1,0.1
DS2_lf_02,945,954,1,0.57
DS2_lf_02,948,957,1,0.87
DS2_lf_02,951,960,1,0.79
DS2_lf_02,954,963,1,0.28
DS2_lf_02,957,966,1,-0.41
DS2_lf_02,960,969,1,-0.46
DS2_lf_02,1218,1227,1,0.04
DS2_lf_02,1221,1230,1,-0.03
DS2_lf_02,1224,1233,1,0.09
DS2_lf_02,1227,1236,1,-0.09
DS2_lf_02,1230,1239,1,0.38
DS2_lf_02,1233,1242,1,0.88
DS2_lf_02,1236,1245,1,0.92
DS2_lf_02,1239,1248,1,0.34
DS2_lf_02,1242,1251,1,-0.34
DS2_lf_02,1245,1254,1,-0.33
DS2_rf_01,27,36,0,0.08
DS2_rf_01,36,45,0,0.14
DS2_rf_01,93,102,0,0.07
DS2_rf_01,255,264,0,0.06
DS2_rf_01,462,471,0,-0.05
DS2_rf_01,483,492,0,-0.06
DS2_rf_01,531,540,1,0.26
DS2_rf_01,534,543,1,0.17
DS2_rf_01,537,546,1,0.24
DS2_rf_01,540,549,1,0.34
DS2_rf_01,543,552,1,0.52
DS2_rf_01,546,555,1,0.8
DS2_rf_01,549,558,1,0.68
DS2_rf_01,552,561,1,0.4
DS2_rf_01,555,564,1,0.14
DS2_rf_01,558,567,1,0.07
DS2_rf_01,606,615,0,0.06
DS2_rf_01,678,687,0,-0.08
DS2_rf_01,732,741,0,0.09
DS2_rf_01,786,795,0,-0.02
DS2_rf_01,822,831,1,0.02
DS2_rf_01,825,834,1,0.1
DS2_rf_01,828,837,1,0.16
DS2_rf_01,831,840,1,0.25
DS2_rf_01,834,843,1,0.41
DS2_rf_01,837,846,1,0.81
DS2_rf_01,840,849,1,0.74
DS2_rf_01,843,852,1,0.53
DS2_rf_01,846,855,1,0.05
DS2_rf_01,849,858,1,-0.19
DS2_rf_01,894,903,0,0.03
DS2_rf_01,1113,1122,1,0.58
DS2_rf_01,1119,1128,1,0.1
DS2_rf_01,1122,1131,1,-0.09
DS2_rf_01,1125,1134,1,-0.02
DS2_rf_01,1128,1137,1,0.3
DS2_rf_01,1131,1140,1,0.71
DS2_rf_01,1134,1143,1,0.89
DS2_rf_01,1137,1146,1,0.72
DS2_rf_01,1140,1149,1,0.16
DS2_rf_01,1143,1152,1,-0.09
DS2_rf_01,1146,1155,1,-0.19
DS2_rf_01,1170,1179,0,-0.06
DS2_rf_01,1212,1221,0,0.06
DS2_rf_01,1221,1230,0,-0.0
DS2_rf_01,1287,1296,0,-0.19
DS2_rf_01,1347,1356,1,0.08
DS2_rf_01,1350,1359,1,0.04
DS2_rf_01,1353,1362,1,0.09
DS2_rf_01,1356,1365,1,0.37
DS2_rf_01,1359,1368,1,0.67
DS2_rf_01,1362,1371,1,0.83
DS2_rf_01,1365,1374,1,0.59
DS2_rf_01,1368,1377,1,0.28
DS2_rf_01,1371,1380,1,-0.3
DS2_rf_01,1374,1383,1,-0.48
DS2_rf_01,1392,1401,0,0.12
DS2_rf_01,1401,1410,0,-0.02
DS2_rf_01,1635,1644,1,-0.01
DS2_rf_01,1638,1647,1,-0.03
DS2_rf_01,1641,1650,1,0.1
DS2_rf_01,1644,1653,1,0.3
DS2_rf_01,1647,1656,1,0.54
DS2_rf_01,1650,1659,1,0.82
DS2_rf_01,1653,1662,1,0.4
DS2_rf_01,1656,1665,1,0.09
DS2_rf_01,1659,1668,1,-0.56
DS2_rf_01,1662,1671,1,-0.68
DS2_rf_01,1686,1695,0,0.05
DS2_rf_01,1710,1719,0,-0.18
DS2_rf_01,1827,1836,0,0.02
DS2_rf_01,1992,2001,0,-0.09
DS2_rf_01,2100,2109,0,-0.15
DS2_rf_01,2106,2115,0,-0.06
DS2_rf_02,39,48,0,0.21
DS2_rf_02,42,51,0,0.25
DS2_rf_02,45,54,1,0.01
DS2_rf_02,48,57,1,-0.2
DS2_rf_02,51,60,1,-0.02
DS2_rf_02,54,63,1,0.23
DS2_rf_02,57,66,1,0.85
DS2_rf_02,60,69,1,1.17
DS2_rf_02,63,72,1,0.83
DS2_rf_02,66,75,1,0.13
DS2_rf_02,69,78,1,-0.43
DS2_rf_02,72,81,1,-0.32
DS2_rf_02,117,126,0,-0.11
DS2_rf_02,135,144,0,-0.02
DS2_rf_02,144,153,0,0.04
DS2_rf_02,210,219,0,0.13
DS2_rf_02,330,339,0,-0.14
DS2_rf_02,360,369,1,0.15
DS2_rf_02,363,372,1,0.2
DS2_rf_02,366,375,1,0.14
DS2_rf_02,369,378,1,0.37
DS2_rf_02,372,381,1,0.74
DS2_rf_02,375,384,1,1.08
DS2_rf_02,378,387,1,0.73
DS2_rf_02,381,390,1,0.19
DS2_rf_02,384,393,1,-0.3
DS2_rf_02,387,396,1,-0.19
DS2_rf_02,546,555,0,-0.19
DS2_rf_02,594,603,0,-0.02
DS2_rf_02,765,774,1,-0.07
DS2_rf_02,768,777,1,0.19
DS2_rf_02,771,780,1,0.31
DS2_rf_02,774,783,1,0.25
DS2_rf_02,777,786,1,0.28
DS2_rf_02,780,789,1,0.59
DS2_rf_02,783,792,1,0.81
DS2_rf_02,786,795,1,0.59
DS2_rf_02,789,798,1,0.15
DS2_rf_02,792,801,1,-0.15
DS2_rf_02,870,879,0,-0.16
DS2_rf_02,888,897,0,0.06
DS2_rf_02,897,906,0,0.2
DS2_rf_02,933,942,0,0.12
DS2_rf_02,939,948,0,-0.01
DS2_rf_02,1164,1173,1,0.66
DS2_rf_02,1167,1176,1,0.28
DS2_rf_02,1170,1179,1,0.15
DS2_rf_02,1173,1182,1,-0.02
DS2_rf_02,1176,1185,1,0.19
DS2_rf_02,1179,1188,1,0.81
DS2_rf_02,1182,1191,1,0.94
DS2_rf_02,1185,1194,1,0.51
DS2_rf_02,1188,1197,1,-0.18
DS2_rf_02,1191,1200,1,-0.51
DS2_rf_02,1194,1203,1,-0.51
DS2_rf_02,1305,1314,0,-0.02
DS2_rf_02,1446,1455,1,0.13
DS2_rf_02,1449,1458,1,-0.0
DS2_rf_02,1452,1461,1,0.03
DS2_rf_02,1455,1464,1,0.54
DS2_rf_02,1458,1467,1,0.87
DS2_rf_02,1461,1470,1,0.78
DS2_rf_02,1464,1473,1,-0.09
DS2_rf_02,1467,1476,1,-0.45
DS2_rf_02,1470,1479,1,-0.82
DS2_rf_02,1473,1482,1,-0.56
DS2_rf_02,1551,1560,0,-0.02
DS2_sf_01,6,15,0,0.14
DS2_sf_01,81,90,0,0.02
DS2_sf_01,225,234,0,-0.11
DS2_sf_01,279,288,1,0.67
DS2_sf_01,282,291,1,0.7
DS2_sf_01,294,303,0,-0.09
DS2_sf_01,345,354,0,0.1
DS2_sf_01,408,417,0,-0.07
DS2_sf_01,459,468,1,0.58
DS2_sf_01,462,471,1,0.68
DS2_sf_01,465,474,1,0.64
DS2_sf_01,498,507,0,0.09
DS2_sf_01,549,558,0,-0.05
DS2_sf_01,558,567,0,-0.09
DS2_sf_01,657,666,1,0.56
DS2_sf_01,660,669,1,0.57
DS2_sf_01,753,762,0,-0.08
DS2_sf_01,756,765,0,-0.12
DS2_sf_01,819,828,0,-0.05
DS2_sf_01,861,870,1,0.53
DS2_sf_01,885,894,0,-0.19
DS2_sf_01,1047,1056,1,0.74
DS2_sf_01,1050,1059,1,0.71
DS2_sf_01,1125,1134,0,0.02
DS2_sf_01,1128,1137,0,0.08
DS2_sf_01,1137,1146,0,0.1
DS2_sf_01,1251,1260,1,0.72
DS2_sf_01,1254,1263,1,0.56
DS2_sf_01,1257,1266,0,0.37
DS2_sf_01,1296,1305,0,0.02
DS2_sf_01,1353,1362,0,-0.02
DS2_sf_01,1362,1371,1,0.62
DS2_sf_01,1365,1374,1,0.69
DS2_sf_01,1368,1377,0,0.32
DS2_sf_01,1383,1392,0,-0.72
DS2_sf_01,1473,1482,1,0.68
DS2_sf_01,1476,1485,1,0.57
DS2_sf_01,1596,1605,1,0.69
DS2_sf_01,1599,1608,1,0.76
DS2_sf_01,1656,1665,0,-0.07
DS2_sf_01,1797,1806,0,0.05
DS2_sf_02,60,69,0,0.12
DS2_sf_02,150,159,1,0.69
DS2_sf_02,153,162,1,0.66
DS2_sf_02,288,297,0,0.21
DS2_sf_02,420,429,1,0.65
DS2_sf_02,423,432,1,0.59
DS2_sf_02,426,435,1,0.61
DS2_sf_02,450,459,0,-0.13
DS2_sf_02,687,696,1,0.55
DS2_sf_02,690,699,1,0.58
DS2_sf_02,918,927,1,0.6
DS2_sf_02,1239,1248,0,0.21
DS2_sf_02,1251,1260,0,-0.17
DS2_sf_02,1293,1302,0,-0.01
DS2_sf_02,1326,1335,0,-0.05
DS2_sf_02,1455,1464,0,-0.17
DS2_sf_02,1497,1506,1,0.56
DS2_sf_02,1530,1539,0,0.05
DS2_sf_02,1590,1599,0,-0.02
DS2_sf_02,1695,1704,0,-0.38
DS2_sf_02,1725,1734,0,0.13
DS2_sf_02,1797,1806,0,-0.27
DS2_sf_02,1818,1827,1,0.55
DS2_sf_02,1821,1830,1,0.71
DS2_sf_02,1824,1833,1,0.58
DS2_sf_02,1830,1839,0,-0.12
DS2_sf_02,2037,2046,0,-0.1
DS2_sf_02,2085,2094,1,0.54
DS2_sf_02,2088,2097,1,0.67
DS2_sf_02,2283,2292,1,0.64
DS2_sf_02,2286,2295,1,0.5
DS2_sf_02,2304,2313,0,0.02
DS2_sf_02,2385,2394,0,-0.03
DS2_sf_02,2508,2517,1,0.61
DS2_sf_02,2511,2520,1,0.64
DS2_sf_02,2577,2586,0,0.05
DS2_sf_02,2760,2769,0,-0.02
DS2_sf_02,2817,2826,1,0.51
DS2_sf_03,72,81,0,-0.23
DS2_sf_03,171,180,1,0.65
DS2_sf_03,174,183,1,0.81
DS2_sf_03,243,252,0,-0.07
DS2_sf_03,294,303,0,0.17
DS2_sf_03,369,378,0,0.03
DS2_sf_03,441,450,0,0.18
DS2_sf_03,555,564,0,0.08
DS2_sf_03,651,660,1,0.69
DS2_sf_03,654,663,1,0.54
DS2_sf_03,780,789,0,-0.07
DS2_sf_03,846,855,0,0.13
DS2_sf_03,852,861,0,0.06
DS2_sf_03,855,864,0,0.1
DS2_sf_03,870,879,0,-0.14
DS2_sf_03,876,885,0,-0.12
DS2_sf_03,900,909,1,0.52
DS2_sf_03,987,996,0,0.2
DS2_sf_03,1209,1218,1,0.68
DS2_sf_03,1329,1338,0,-0.15
DS2_sf_03,1479,1488,0,-0.1
DS2_sf_03,1512,1521,0,0.05
DS2_sf_03,1605,1614,1,0.51
DS2_sf_03,1608,1617,1,0.51
DS2_sf_03,1620,1629,0,-0.1
DS2_sf_03,1650,1659,0,0.0
DS2_sf_03,1689,1698,0,0.06
DS2_sf_03,1761,1770,0,-0.05
DS2_sf_03,1836,1845,0,-0.1
DS2_sf_03,1857,1866,1,0.52
DS2_sf_03,2040,2049,0,-0.05
DS2_sf_03,2055,2064,0,0.16
DS2_sf_03,2142,2151,1,0.55
DS2_sf_03,2226,2235,0,0.24
DS2_sf_03,2250,2259,0,0.12
DS2_sf_03,2457,2466,1,0.57
DS2_sf_03,2487,2496,0,0.3
DS2_sf_03,2781,2790,1,0.52
DS2_sf_03,2784,2793,1,0.52
DS2_sf_03,2946,2955,0,-0.07
DS2_sf_03,2952,2961,0,-0.01
DS2_sf_03,3162,3171,0,-0.03
DS2_sf_04,252,261,0,-0.01
DS2_sf_04,255,264,0,-0.06
DS2_sf_04,342,351,0,0.1
DS2_sf_04,390,399,1,0.63
DS2_sf_04,393,402,1,0.91
DS2_sf_04,516,525,0,-0.16
DS2_sf_04,651,660,0,-0.24
DS2_sf_04,669,678,1,0.64
DS2_sf_04,672,681,1,0.52
DS2_sf_04,744,753,0,0.08
DS2_sf_04,816,825,0,-0.0
DS2_sf_04,858,867,0,0.07
DS2_sf_04,897,906,0,0.04
DS2_sf_04,924,933,0,0.08
DS2_sf_04,1002,1011,0,0.03
DS2_sf_04,1017,1026,0,-0.05
DS2_sf_04,1023,1032,0,0.02
DS2_sf_04,1248,1257,0,0.19
DS2_sf_04,1254,1263,1,0.57
DS2_sf_04,1347,1356,0,0.08
DS2_sf_04,1383,1392,0,-0.43
DS2_sf_04,1398,1407,0,0.18
DS2_sf_04,1509,1518,0,0.09
DS2_sf_04,1512,1521,0,-0.15
DS2_sf_04,1542,1551,1,0.66
DS2_sf_04,1755,1764,1,0.61
DS2_sf_04,1758,1767,1,0.54
DS2_sf_04,1890,1899,0,0.18
DS2_sf_04,1899,1908,0,-0.03
DS2_sf_04,1929,1938,0,0.01
DS2_sf_04,1953,1962,1,0.54
DS2_sf_04,1956,1965,1,0.82
DS2_sf_04,1962,1971,0,-0.17
DS2_sf_04,1971,1980,0,-0.11
DS2_sf_04,2130,2139,0,-0.02
DS2_sf_04,2232,2241,0,-0.03
DS2_sf_04,2265,2274,1,0.66
DS2_sf_04,2268,2277,1,0.71
DS2_sf_04,2301,2310,0,-0.13
DS2_sf_04,2340,2349,0,0.07
DS2_sf_04,2385,2394,0,-0.19
DS2_sf_04,2532,2541,1,0.69
DS2_sf_04,2535,2544,1,0.57
DS2_sf_04,2550,2559,0,0.04
DS2_sf_04,2643,2652,0,-0.02
DS2_sf_04,2742,2751,0,0.08
DS2_sf_04,2787,2796,0,0.02
DS2_sf_04,2814,2823,1,0.6
DS2_sf_04,2817,2826,1,0.78
DS2_sf_04,2820,2829,1,0.55
DS2_sf_04,2943,2952,0,-0.17
DS2_sf_04,2976,2985,0,0.06
DS2_sf_04,3162,3171,0,0.09
DS2_sf_04,3168,3177,0,-0.23
DS2_sf_05,39,48,0,0.02
DS2_sf_05,51,60,0,0.03
DS2_sf_05,147,156,1,0.54
DS2_sf_05,150,159,1,0.89
DS2_sf_05,153,162,1,0.58
DS2_sf_05,243,252,0,-0.18
DS2_sf_05,270,279,0,0.07
DS2_sf_05,276,285,0,-0.08
DS2_sf_05,396,405,1,0.53
DS2_sf_05,411,420,0,-0.1
DS2_sf_05,642,651,0,-0.09
DS2_sf_05,705,714,1,0.51
DS2_sf_05,708,717,1,0.73
DS2_sf_05,819,828,0,0.01
DS2_sf_05,840,849,0,0.44
DS2_sf_05,873,882,0,0.25
DS2_sf_05,948,957,0,0.32
DS2_sf_05,978,987,0,-0.16
DS2_sf_05,1029,1038,0,-0.07
DS2_sf_05,1077,1086,0,-0.11
DS2_sf_05,1095,1104,0,-0.01
DS2_sf_05,1182,1191,1,0.55
DS2_sf_05,1185,1194,1,0.66
DS2_sf_05,1188,1197,1,0.55
DS2_sf_05,1254,1263,0,-0.68
DS2_sf_05,1266,1275,0,0.14
DS2_sf_05,1428,1437,0,0.24
DS2_sf_05,1608,1617,0,0.15
DS2_sf_05,1641,1650,0,-0.26
DS2_sf_05,1686,1695,0,0.05
DS2_sf_05,1710,1719,0,-0.15
DS2_sf_05,1779,1788,0,-0.06
DS2_sf_05,1800,1809,0,-0.02
DS2_sf_05,1908,1917,0,-0.04
DS2_sf_05,2004,2013,0,-0.0
DS2_sf_05,2070,2079,0,-0.06
DS2_sf_05,2142,2151,1,0.67
DS2_sf_05,2145,2154,1,0.73
DS2_sf_05,2148,2157,1,0.53
DS2_sf_05,2190,2199,0,0.06
DS2_sf_05,2232,2241,0,-0.06
DS2_sf_05,2235,2244,0,-0.0
DS2_sf_05,2346,2355,0,-0.46
DS2_sf_05,2376,2385,0,-0.05
DS2_sf_05,2427,2436,0,0.17
DS2_sf_05,2442,2451,1,0.65
DS2_sf_05,2445,2454,1,0.75
DS2_sf_05,2490,2499,0,0.01
DS2_sf_05,2619,2628,0,-0.17
